puzzle_id,fen,mating_moves,rating
tivVo,r1bqk1n1/ppppb1Pp/8/4Q3/4p3/8/PPnP1PPP/RNB2K1R w q - 0 12,e5h5,1019
NoBUX,rn2k1nr/pp3ppp/2p1p3/6B1/2B5/5b2/PPP2PPP/3R1RK1 w kq - 0 13,d1d8,624
HlT7n,r2q1rk1/5ppp/p2bp3/1p6/3PQ3/P4N2/1P1n1PPP/1BR3K1 w - - 0 19,e4h7,617
lpFv6,1rb2b1r/p1N1kppp/5n2/4p3/4P3/4B3/PPP2PPP/2KR3R w - - 3 14,e3c5,1018
aRoHh,1r1k1br1/p1p1p1q1/p2p3p/3P1P2/3Q1p2/1P6/P1P1NPPP/R4RK1 b - - 4 18,g7g2,894
YNwYq,1n5r/R2r4/1pkp4/2p1p3/1P2P1np/N1P3P1/5PK1/1N3R2 w - - 1 27,b4b5,1277
2nlAA,8/1pk2pp1/1Rr1p3/Q2pP3/P2P4/2PK2P1/7r/1R5q b - - 1 30,h1e4 h1f3,1158
wXFYN,2kr1b2/1bqp1Np1/p1n1p2r/2p5/2PP2Q1/1P2P3/PB1N1PP1/R4RK1 b - - 4 16,c7h2,880
TboBF,4r3/1p4k1/p1pR1p2/5Kp1/2P1r2p/PP4PP/5P2/3R4 b - - 2 38,e8e5,1130
yApcX,r3kb1r/pQ2pppp/2p2n1n/P3N3/2BqP1b1/8/1P3PPP/RNB1K2R b KQkq - 0 11,d4d1,1078
1X2Cf,1Q6/8/3Rrkpp/4np2/5q2/8/PPP3PP/5B1K b - - 0 33,f4f1,955
I4gz3,r5k1/1pp2ppp/1N1pq3/p7/2PP4/P3P1Pb/1P5P/2RQ2KB b - - 0 20,e6e3,906
mh2V3,2r5/1K3k2/PR6/1R6/8/6P1/7P/2r5 b - - 8 57,c1c7,1019
v4R35,r2qkb1r/1b1pnppp/p1n1p3/8/PpNNP3/3B4/1PP2PPP/R1BQ1RK1 w kq - 4 10,c4d6,884
BNCfq,2r2r2/1p3p1p/p2pb3/6Bk/1n2P3/1P3P1N/P5R1/1K3B2 w - - 5 28,h3f4,774
71xlh,rn2k1BN/ppp4p/3p4/8/3bP2q/7Q/PPPP2KP/RNB4R b q - 0 13,h4f2,916
CTw5t,r3k2r/pbp1bppp/2q5/8/2B5/8/PPP1QPPP/R1B1R1K1 b kq - 5 13,c6g2,413
yu7DD,r4rk1/1b3p2/p7/1ppq1P1p/6pP/P1NP4/6PN/R2Q1R1K b - - 0 24,d5g2,948
IHhTa,b5rk/5p2/Bp5p/2p5/5P1N/1P3P1K/P1R3P1/5n2 b - - 3 41,g8g3,938
I8U2F,r4rk1/p3nppp/2b1p3/6q1/3Q4/N1B5/PP2BPPP/R4RK1 b - - 0 17,g5g2,693
igCr6,r4rk1/1p1bb1pp/p1q1p3/B1p1PP2/5n2/PP1B4/2QN1PPP/R4RK1 b - - 0 18,c6g2,1248
OriP4,1k1bQ3/pp6/2p5/6p1/2PP2B1/2q4P/P7/5K2 w - - 2 36,e8d8,606
5w4AW,r3k2r/pp3ppp/2bb3n/q1n1p3/3pP3/3P1N2/PP1BNPPP/R2QKB1R b KQkq - 8 13,c5d3,912
FFRPp,6k1/1p4p1/p3p1Q1/P2p2P1/6rP/2P3q1/1P6/5R1K b - - 6 38,g4h4 g3h4 g3h3 g3g2,894
XJIfY,rn5k/p4Qp1/2p1P1Bp/b2p4/3q3B/2p5/PP6/2K5 w - - 4 30,f7f8 f7e8,660
ADPJd,r4rk1/ppp3pp/2p1b3/4P2n/5pPq/2NPbP2/PPP1K1BP/R1BQ3R b - - 4 13,h4f2,769
uvItv,r5k1/1pn1bR2/3pP2p/p1pP3q/1nP5/6PP/PP6/1Q5K w - - 0 32,b1h7,764
HaFhW,1r1q1rk1/pb2bppp/1p1pp3/8/2PQn3/1P4P1/PB2PPBP/R2R2K1 w - - 0 14,d4g7,848
H6cyc,3r1bnr/pkp1pppp/8/8/8/8/PPP2PPP/RNBR2K1 b - - 0 10,d8d1,631
a2u8v,4r1k1/1pp3p1/p6p/3p2p1/2PP1B2/P6P/1P1Q1PPq/4RK2 b - - 0 24,h2h1,852
Tro5m,4r1k1/1R3pp1/7p/5p2/2B5/3P1Q1P/2P2KP1/q7 b - - 8 34,a1e1,848
uDaKC,1r6/6Q1/p2pk3/1pp1r1q1/8/3P4/PPP3PP/5RK1 w - - 1 29,g7f7,1165
Qs6Yy,r5r1/4k1p1/p2qp2p/1pp5/3N2n1/1P1P4/PBP1Q1PP/R4RK1 b - - 0 19,d6h2,698
ZBlHz,6rk/2p2qrn/p1bpp2R/4Q3/8/P1P4R/1PP2P1P/4K3 w - - 0 27,h6h7,842
KHlU2,2b2k1r/r1q3pp/1nQ2p2/2p1pP1B/pp1pP2P/3P4/2PN2P1/2B2K1R w - - 4 25,c6e8,939
PAIzX,2k5/2P5/1K3p2/1P5r/8/6b1/5p2/3R4 w - - 3 61,d1d8,679
4H2AQ,1k1rbqnr/ppp2p1p/5Pp1/4p3/1b2P3/4BNP1/PPPQ2BP/R4RK1 w - - 0 16,d2d8,898
G4ERx,r2r2k1/pbqnbpp1/2p4p/1p6/1P1NP1n1/P1N5/2B1QPPP/R1B2RK1 b - - 0 17,c7h2,565
sP5OE,4k3/RR6/1p6/2p5/2P5/P2p4/1P2r1r1/1K6 w - - 0 37,b7b8 a7a8,516
sX2hF,rnbqkb1r/pp1p3p/3Pp3/2p1p1p1/2P1n3/4P3/PP3PPP/RN1QKBNR w KQkq - 0 8,d1h5,574
viVjC,r2q1r1k/5p2/2np4/4p2p/pp5P/4QN2/PPP2P2/2K3R1 w - - 2 24,e3h6,649
ab0Lu,r1b1k2r/pppp1ppp/8/4P3/2Bb3q/2N4P/PP4P1/R1BQ1K1R b kq - 1 12,h4f2,970
0v46e,2B5/5Q1p/8/6p1/1P2p2k/P4n2/5PK1/3q4 w - - 8 55,f7h7,770
70fcb,5r1k/1p4bp/2q2Np1/p2prbB1/P6Q/1B1P4/1PP3PP/R6K w - - 0 27,h4h7,529
M0D86,5rk1/p5p1/6Bp/2p5/2P1Q3/4n1P1/PP5P/5RK1 b - - 0 32,f8f1,798
ehrru,5Rr1/pk4q1/1ppQp3/3nP2p/8/8/PP2N1B1/3R2K1 b - - 0 33,g7g2,867
H1shq,r6k/p1p1Q1pp/2pp4/8/4P3/2B4P/PPq2rP1/R6K w - - 3 20,e7g7,1035
vXOTN,r1br2k1/ppR2ppp/8/4NP2/6P1/7P/PPP2n1R/2K2B2 b - - 2 19,d8d1,701
TSOkK,2k2r2/4Q2p/p5p1/1p2p3/B2RP3/P5B1/2P3PP/7K b - - 0 30,f8f1,782
XAPXS,r4rk1/1b3pp1/p1q1p2p/1pn3bQ/1P3P2/4P1B1/P1B1N1PP/2R2RK1 b - - 0 20,c6g2,924
Z1rxo,r2q1rk1/pp2bppp/3pb3/2p1P3/4Q3/2nB4/PPP2PPP/R1B1R1K1 w - - 0 14,e4h7,1025
1IbQd,r2q1rk1/pp3pp1/2nbp2p/2pp2N1/3P1PnP/2PQP3/PP1N4/R1B1K2R w KQ - 0 13,d3h7,515
3bl1h,r1bk1bnr/ppp1p2p/4q3/1B2Np1Q/3n4/8/PPP2PPP/RNB1K2R w KQ - 0 10,h5e8,1053
sleQL,r4rk1/pp3pp1/4p1b1/3p1q1n/2B4P/P1N1P2R/1PP5/2KRQ1N1 b - - 0 18,f5c2,983
tO9eY,r3qrk1/pppbbp1p/6pB/1P6/3Q4/2Pn4/P4PPP/RN1R2K1 w - - 0 19,d4g7,811
5tDZB,3r2k1/6pp/4Rp2/2P4q/4P3/1Q6/5PPP/3q1RK1 w - - 0 28,e6e8,1402
FKgtO,r2q1rk1/pp4pp/2ppb3/3n1p2/2BQpP1b/1P2P3/PB1P2PP/R4RK1 w - - 0 19,d4g7,565
VUquY,1r4r1/p1B3R1/1n3kb1/2q2p2/8/7P/P1P5/6RK w - - 0 33,g1g6,1160
YGObs,r1q2rk1/1bb2pp1/pnp1p2p/1pNnP1N1/P1pP4/6P1/1PQB1PBP/R2R2K1 w - - 0 17,c2h7,596
MKJV0,6k1/5ppp/3r4/1ppn1b2/8/3P4/BPP2PPP/4R1K1 w - - 0 24,e1e8,605
UV1ob,r1b2bnr/pppnqQpp/3k4/8/2B1pP2/2N5/PPPP2PP/R1B1K2R w KQ - 8 10,f7d5,1086
3pD0c,1k4rR/ppp5/8/3p4/3P2n1/4P1P1/PPP2PK1/8 w - - 2 33,h8g8,399
h7ZAg,8/1R1N4/1p1r1ppk/1Pp1P2p/2P2K1P/5PP1/2n5/8 b - - 0 42,d6d4,1125
huGb4,8/pp6/2p2k1p/3p2p1/3P1p2/2R2BPP/PP1R3K/5rr1 b - - 0 39,f4g3,1401
NhylK,5r1k/6p1/1p5r/4Q3/3P4/5qP1/8/2R2RK1 b - - 7 43,h6h1 f3h1,1160
HQNTw,r1b2rk1/2b3pp/p1pq4/2p1pp1N/3p4/3P1NQ1/PPP3PP/R4RK1 w - - 2 18,g3g7,858
7PMWh,3n1rk1/pp1N2p1/2p4p/3p4/3PbPPq/PQ2P2P/1P3R1K/2R5 b - - 4 24,h4f2,656
xIUHr,8/1R6/7P/8/4kn2/5p2/6pB/6K1 b - - 1 61,f4h3,1738
NjtdJ,2r1r1k1/6pp/Q3p3/3pPp2/P2N1P2/7n/6PP/R5RK b - - 0 29,h3f2,816
L9ljm,8/1pR2pkp/2p3p1/7q/1P2R3/2P3Q1/2P2PK1/r7 b - - 2 30,h5h1,675
OC65c,5k2/4qp1p/p5p1/3PQ3/8/7P/5PPK/8 w - - 1 32,e5h8,1268
u1BgO,1r3r1k/4Q2p/3R4/3pPp2/p1pP4/P1P5/5PPP/6K1 b - - 0 39,b8b1,536
01eLb,8/7R/4kp2/2K2Npp/4P3/5P2/8/3r2n1 w - - 4 58,h7e7,1161
el40L,r2q1rk1/1b1n1ppp/2p1p3/pp1n2b1/3P4/P1NQPN2/1PB2PPP/R3R1K1 w - - 0 14,d3h7,909
anlMZ,2b3r1/5p1k/pp5p/3P4/P1p1Pp2/5qPP/3R3K/2R2QN1 b - - 0 36,f4g3,1753
U89R6,r7/pp1R3n/1qp3pk/3n1pN1/1P3P2/5B2/P5PP/7K w - - 0 31,d7h7,791
dre7w,8/8/7k/3p1pR1/2bP1B1p/4PP2/5KP1/1r6 b - - 1 42,b1f1,876
puZ2V,r7/pp1Q4/2p2kp1/3p4/3P1bP1/5q1r/PPP2P2/4RRK1 w - - 3 24,d7e7,1727
U98eY,1rbq1brk/p1p4n/1p4pB/6N1/3P4/P2B4/1P3PPP/R3R1K1 w - - 0 22,g5f7,1171
JUgSY,r1b1k2r/ppp2pp1/2pq4/2b4p/4P1n1/2NP1B2/PPP2PPP/R1B1QRK1 b kq - 5 10,d6h2,1087
4aMcw,r3qrk1/pp1n1ppp/2p5/2bpPQ2/8/2PB3P/P1PB1PP1/R4RK1 w - - 3 13,f5h7,675
iIQ9J,3r2nr/B1p2pp1/2kbb3/8/4P1qp/2N2nP1/1PP1QP1P/R4R1K w - - 0 19,e2b5,1128
qCrzx,7k/1p4p1/2b4p/2q5/8/2N3PP/PP3Q1K/4R3 b - - 0 41,c5f2,523
5Qv4C,5rkr/p1p2p2/3p1Q1p/3B4/8/6P1/PPPK4/q7 w - - 2 25,f6g6,1401
RmwvU,rn4q1/1bpkBN1p/pn1pp3/5p1Q/2PP4/P2B4/5PPP/1R3RK1 b - - 0 21,g8g2,573
I9wpD,8/8/7R/2B1p1p1/8/5kP1/r4P1P/6K1 b - - 0 34,a2a1,546
largA,r3r1k1/ppp2ppp/8/8/3P4/7b/PP1BBPq1/R2QKR2 b Q - 0 16,g2f1,1226
ROcU0,4r1k1/p4ppp/1pQ3b1/8/5B2/2P2P2/PPq3PP/6K1 w - - 0 22,c6e8,473
4N6SE,2kr3r/pbp2ppp/1p6/3q4/4n3/P5B1/P1Q3PP/R4R1K w - - 8 24,c2c7,1027
NmTeO,2r1r1k1/1Q5p/1p2qppP/p3p3/P2p4/3P4/1PP2PP1/R1R3K1 w - - 0 28,b7g7,892
bFb6z,6rk/1R1R4/P6p/4b2r/6p1/2P5/1P4K1/8 w - - 0 35,d7h7,903
tLaxv,8/pQ3pk1/6p1/7p/6nP/1P4PK/P3r3/7B b - - 0 30,e2h2,871
TGU0A,r2q1rk1/1p1bbppp/p7/3n4/3Q4/1P4P1/PB2PPBP/R4RK1 w - - 0 14,d4g7,1195
IECZT,2k2r1N/ppp3pp/8/3Pp3/2BnN1n1/3P4/PPP1b1PP/R1B2QKR b - - 0 16,f8f1,1121
uQv5m,1n1q1rk1/2n1bppp/1p2p3/1Pp3N1/2P5/6P1/2QP1PbP/BN3RK1 w - - 0 17,c2h7,564
ZP70H,5R2/3k4/p2p4/P1p3pp/2Pn2P1/3P2KP/1r6/R2Q4 b - - 0 33,h5h4,1341
gwxGd,7k/ppp4p/4N1p1/3P3n/3p4/1B5P/PPP2KPb/2q2Q2 b - - 10 27,c1e3,1537
jiPSa,3r2k1/1pp2p2/4pB2/p3P3/7R/2P2qPK/P1P2P1P/8 w - - 0 28,h4h8,505
BaSXA,2kr4/b4pp1/p3p1p1/8/1Q3P2/7P/6BK/3r4 w - - 9 41,b4b7,1296
kLemv,8/1pp2k1p/3n1p2/p2p2p1/P2P4/1PPq2P1/1Q2NPP1/5K2 b - - 3 32,d3d1,800
Pp8pg,8/3Q2pk/p3r2p/PpP4p/8/2P3qP/3R2P1/6K1 b - - 9 39,e6e1,945
jVTNm,r3r1k1/ppp2ppp/8/5P2/5B2/b1q2Q1P/2B2PP1/1K1R3R b - - 3 19,c3b2,865
Om0Io,6r1/1qp1k2p/b2p1p1Q/p1pPp3/P1P1P2P/1rPB1P1K/R6R/8 b - - 3 27,b7c8,1526
VDOyz,r5rk/pp5p/1bpp4/4pRq1/4P3/1BPP4/PP4PP/R2Q3K b - - 2 18,g5g2,607
OP7CT,5r2/4R3/8/4R2p/2r2k2/5p1K/6P1/8 w - - 1 38,g2g3,1172
DMQqE,3q3r/p1r1bp2/1p1pkp2/2p1pb1p/Q1P4P/3PP1P1/PP3PB1/2R2RK1 w - - 0 21,g2d5,921
oA1Ul,r1b2b1r/1p1p1k1p/p4Pp1/8/5P2/2p4n/PPP3PP/R1BQ2RK b - - 0 16,h3f2,944
YoXFF,4r3/Qpp3kp/5p2/4b3/4N3/7P/PP3PP1/3qR1K1 b - - 2 26,d1e1,872
ZW2ZF,r3kb1r/pp3pp1/4p3/3nq1Bp/3N3P/3Q4/PP3PP1/R4RK1 w kq - 0 16,d3b5,713
FUNWH,1br2rk1/ppqn1pp1/2p1pnp1/3P4/1P1P4/P3P2P/1B1NBPP1/2RQ1RK1 b - - 0 16,c7h2,608
kTHwm,7Q/4k3/2pN1p2/PpP2p2/3PbP2/P6K/q6P/6r1 w - - 4 51,h8e8,972
mfrYo,4r1k1/p4pp1/4pq1p/3n4/Q2P4/P2BP3/2r2PPP/2R3K1 w - - 0 29,a4e8,992
XOj8T,8/5k2/8/8/8/1PP3R1/R4rPP/7K b - - 0 35,f2f1,950
6iE0E,5r1k/Rpp3p1/7p/1N6/8/1P4bP/2P3P1/5Q1K b - - 0 28,f8f1,452
lgkTz,2r1k2r/Bb1p1ppp/p3p3/1p1q4/1P6/3BP1P1/P1P2P1P/R2QR1K1 b k - 0 18,d5g2 d5h1,570
eFkxp,4rr1k/1p5p/p1p5/3p1p2/5P2/4PKNq/PP1B1PQP/R7 b - - 2 28,h3g4,1192
UMmPU,1k4r1/n2R4/PN2n3/2p5/8/3p2P1/5P2/5K2 w - - 1 46,d7b7,1183
cIgGN,8/p5pk/6b1/4n2p/7P/4nP2/P4P2/R5KR b - - 0 29,e5f3,695
cWrcJ,r1b1k2r/pp1n2pp/2p1p3/3p1p2/2PP3q/5Pb1/PPQ1P1B1/RNBR1NK1 b kq - 3 12,g3f2,1225
ASePB,8/1Q5P/5q2/3p4/1P6/KP1kp3/8/8 b - - 2 59,f6a1,977
TDyiI,7r/1q4kn/1B1nPp2/2p1pPp1/2P5/6Pp/3QB2P/3R2K1 b - - 5 36,b7g2,942
6JLsN,r7/1Q6/p3P2k/2p3q1/2Pp1n2/3B3r/PP4P1/4R1K1 w - - 2 28,b7h7,895
72jY3,5rk1/pb3ppp/2q1r3/2p1P3/2P2R2/3Q2B1/PP4PP/R5K1 b - - 0 25,c6g2,465
V22XJ,8/2p5/1pp1k3/p7/P1PKP2R/1P4rP/6P1/8 b - - 0 38,c6c5,1009
geCjA,r2qkbnr/1ppbppp1/p6p/n7/2BP1B2/1Q2P3/PP3PPP/RN2K1NR w KQkq - 4 8,c4f7,682
vzx3o,3r2rk/5p1p/p2p3N/1ppP4/2b1P3/5P1P/1P5K/6R1 w - - 0 30,h6f7,1183
bJF61,1r2r2k/pbp3pp/1p2pq2/8/3PB2Q/2n3P1/PP3P1P/R4RK1 w - - 0 20,h4h7,790
NLxzy,3rN2k/1p3Qbp/p5p1/2n1K3/2B5/P4N2/1PP2P2/3q4 w - - 12 28,f7g7,904
jWzCj,8/p4p2/1p2p1pk/2p1Q2p/NnP2PP1/1P1q4/P5KP/8 w - - 2 38,e5h8,1491
tInFE,1n4k1/r1pb1ppp/8/p2Pr3/1b6/2NP4/PPP2PPP/R1B1N1KR b - - 0 18,e5e1,468
wEvYJ,Bn2kbnr/p1p1ppp1/3q4/6p1/3P4/2P5/PP3P1P/RN1Q2RK b k - 0 16,h8h2 d6h2,1155
X0Xiv,4b1k1/n1q4p/p5p1/1p1p1nN1/3Q4/2P5/PPr3P1/4R1K1 w - - 0 30,e1e8,1060
WK34M,r1bq2kr/3n2bn/p1pBp1Q1/1p1p3p/3P2p1/2N5/PP1NBPPP/R3K2R w KQ - 4 18,g6e6,1168
bmdFH,r4rk1/pn4p1/2ppb2p/1p1np3/3P3q/N1PQP2P/PPB3P1/R4RK1 w - - 0 19,d3h7,935
Rq3zj,5r1k/6pp/pq6/1pN1p1p1/1P2P3/2P5/P2r3P/5R1K w - - 0 32,f1f8,853
gkBxw,r4b1r/pppQ2pp/2n5/1q6/2N2kn1/5P2/P5PP/R5K1 w - - 0 21,d7g4,1247
uzSJP,8/8/p5q1/7k/4pQ2/4P1Pp/5P2/6K1 w - - 2 43,f4h4,1034
ZEcd1,6k1/q5pp/3p1b2/2p1p2Q/1p2P2P/1P4P1/r1PP4/2R3K1 w - - 3 25,h5e8,786
b5Bhb,6k1/3r2pp/p2p1p2/2qbpP1Q/2p1P3/P7/1rPR2PP/3R3K w - - 0 35,h5e8,1484
1KIUN,r1b1k2r/pp1p1ppp/1qn1pn2/2b5/1PP5/P1N5/2NBPPPP/R2QKB1R b KQkq - 0 9,c5f2,751
mWXdR,r2q1rk1/ppp2pp1/3p1b1p/2nP4/2P5/3Q4/PPB2PPP/R1B2RK1 w - - 5 15,d3h7,443
Ns6Uj,4QR2/7k/p2P4/2p4p/3bP3/P5PK/8/6q1 b - - 0 47,g1h1,802
K9d54,4r1k1/2R4p/4p1p1/4Qp2/3P4/1NP4P/r3q1PK/8 w - - 0 42,e5g7,879
1d4wz,2r1r2k/7p/5qp1/2n2p2/P2Q1P2/1B2P3/5P1P/R6K w - - 5 35,d4f6,712
C54OI,r4rk1/4ppb1/1qpp3p/6N1/6b1/2p1P1P1/P1Q2PP1/RN2K2R w KQ - 0 18,c2h7,693
nFtVe,2r2rk1/1pqbbpp1/p3p2p/3p4/6n1/2NP4/PPPBQPPP/R3RBK1 b - - 4 17,c7h2,508
17Hs7,8/5p2/R5p1/1p2Pk2/3K1P1p/2P4P/p6r/8 w - - 7 44,a6f6,637
U9dVB,r7/8/2R1P3/8/2P5/1P3k2/7P/5K2 b - - 0 59,a8a1,405
j4fYU,7k/1p3qp1/p6p/7N/3p2Q1/8/P5PP/2r1R1K1 b - - 2 35,c1e1,809
2PVM5,rnbq3r/pp1k2pp/2p2b2/4Q3/4N3/3P4/PPP2PPP/R3KB1R w KQ - 0 11,e4c5,1780
6Ss5b,1r1r4/1p3p2/pN2bkpb/1BB1p2p/4P3/2Q2P2/PPP3PP/1K6 b - - 0 23,d8d1,639
OoEvq,1r1q2kb/p1p4p/3p1ppB/3b4/2r5/8/PP1Q1PPP/R4RK1 w - - 0 19,d2d5,653
wNBH6,8/p4pk1/R1R5/1P4p1/P7/5PKP/1r2r1P1/8 b - - 2 46,e2g2,444
R8KUs,r1b2r1k/pp3Bbp/2pB2p1/8/8/2P4n/PP4PP/RN1Q2RK b - - 0 18,h3f2,881
rO9Wg,1b2rrk1/pp3pp1/2pqN2p/3n4/3P4/3B1Q1P/PP3PP1/R1B2RK1 b - - 0 16,d6h2,755
QrMhC,4rrk1/p4ppp/b7/8/3P4/1RPq1BP1/P2Q1P1P/2B3KR b - - 0 26,d3f1,1353
T21eR,r2q1rk1/pppb1pp1/2nb3p/3p4/3QPP2/PP4PP/1B4B1/RN3RK1 w - - 1 18,d4g7,627
neGg0,6k1/p5pp/1p1p4/1QpPp3/P7/6q1/1PP5/5K2 w - - 0 35,b5e8,545
Ux1GL,r3k2r/pp3ppp/1bp1b3/4p3/8/P1P2NPP/1P4BR/R1BqQK2 b kq - 2 16,e6c4,1157
027QL,r2q1rk1/5ppp/4pb2/p7/3PQ1P1/2pB3P/PP3P2/2KR3R w - - 0 19,e4h7,682
FlcE9,2b2r1k/4n1pp/1p3r2/p1p1qN2/P2pP1QP/1P1P3B/2P2R2/5RK1 w - - 0 32,g4g7,626
2GSvJ,2k2r2/Qp4pb/p3p3/4P1q1/8/6P1/PP6/R5KR b - - 0 28,g5g3,1028
uWozS,r3kb1r/1b3pp1/p3p2p/1p1qN3/3P1P2/P1PB4/5PPP/2RQ1RK1 b kq - 0 16,d5g2,508
Tg8wG,r2q2rk/pp1nb3/2p2pQp/6pP/3P4/8/PPP2PP1/R1B2RK1 w - - 0 17,g6h6,1123
w2S1s,6rk/p5bp/1p4pN/5p2/1qP2P2/7P/P5P1/5RK1 w - - 0 30,h6f7,917
pMLzp,2kr1bnr/ppp2ppp/4b3/8/2P5/P1N1PN2/1Pn1KPPP/1RB2B1R b - - 4 13,e6c4,1047
ZAYEm,5rk1/1Q3ppp/4p3/4P3/2q5/5N2/5PPP/R1r2RK1 b - - 2 21,c4f1,986
ADkgX,1r4k1/R4ppp/4p3/3p3Q/1PpP1P2/4P2P/1rq3P1/5RK1 b - - 2 25,c2g2,975
W2rfK,rn1qkb1r/pbp2ppp/1p1p1n2/4p2Q/2B5/1P2P3/PBPP1PPP/RN2K1NR w KQkq - 2 6,h5f7,1044
LRv6F,r1bq2nr/1pp1k1p1/pbnp3p/5Q2/PPBpP3/2P4P/3P1PP1/RNB1K2R w KQ - 1 12,f5f7,1039
N1JxH,4b3/4P1pk/4N1p1/1p1p2K1/1P1P3P/P5Q1/6q1/8 b - - 12 54,g2g3,1178
Eh6QE,6k1/5pp1/7p/2bR1b2/8/8/1B5P/7K b - - 0 34,f5e4,797
18rPp,6Q1/pp2k3/6pB/n2pPp2/3q4/1P4PK/P1r5/R6R b - - 3 30,d4g4,865
lo84B,2r1k3/p4p1p/q3pQ2/1r3bB1/3p4/4P3/PP3PPP/5RK1 w - - 3 26,f6e7,985
4GRoB,4r1k1/p5p1/2pQ3p/P1K5/4BPb1/2P3P1/P2q3P/R6R b - - 1 27,d2c3,1132
J80qz,1rr4k/1p4pp/2n5/3P4/4pP1q/7b/1Q4PK/B3RR2 w - - 0 41,b2g7,1352
ijYZO,8/2p5/3nBp2/p6p/3Pk2p/2P3P1/1P2KP2/8 w - - 0 42,f2f3,1130
1kUMp,6k1/2Q4p/4p1pP/3pP3/1q3rP1/pPn5/2P5/K2R4 w - - 1 34,c7g7,1064
8wBZV,r1bqk2r/p2p4/2pBpp1p/6p1/8/8/P1P1BPPP/Q4RK1 w kq - 0 15,e2h5,1079
qS7c4,r1b2rk1/pp3ppp/1nnpq3/8/4Q3/2NB1N2/PPP2PPP/2KR3R w - - 2 14,e4h7,817
rwPBs,r1b1k2r/ppqp1ppp/8/2b5/2B1P1n1/5Q2/PP1B1PPP/RN3RK1 b kq - 10 12,c7h2,1156
1miFC,r1b2r1k/ppp2p1p/3p3Q/4q3/2B1P3/8/P4PPP/2R2RK1 w - - 1 16,h6f8,811
AozBW,2rqk2r/p3bp2/2p1P3/3p1Q1p/3P2pn/P1N1B3/1P3P1P/3R2RK w k - 1 25,f5f7,660
XLuGE,3q3r/p4k1p/1pp1bp2/4p3/5nP1/P1B2P1P/1PP2Q2/1K3B1R b - - 1 27,d8d1,726
0PffX,4q2k/3P2pp/p7/8/PpPp4/1P1P2PP/4p3/6K1 w - - 0 41,d7e8q d7e8r,691
3WCnr,3rr1k1/pp4q1/2p5/3p4/5B2/1P5p/P3P2K/2RQR3 b - - 3 31,g7g2,898
fDBWM,2kr3r/ppp2ppp/2n1p3/8/1P4n1/P1NP1N1q/2PB1P1b/R2QRB1K b - - 5 15,g4f2,1091
07QQo,3r1rk1/1bp1qppp/pp2p3/3nP3/3P4/2PQ2B1/PnB1N1PP/R4RK1 w - - 0 21,d3h7,623
bTrQi,4rrk1/6pp/1p2N3/pPb2p2/q7/5PQ1/3p3P/2R1RB1K w - - 0 31,g3g7,736
CIk4i,r2q1rk1/pp1n2pp/1n1b1p2/2pP2N1/8/3Q4/PP3PPP/RNB2RK1 w - - 0 14,d3h7,1118
xPoAE,1r1qkb1r/3n1ppp/2p1p3/p1Pp1b1n/P2P2P1/B1N2P2/3NP2P/R2QKB1R b KQk - 0 12,d8h4,945
vAEkv,r1b1kr2/ppp1b1pp/8/8/3qp3/P1P5/1P1BBPPP/R2QK2R b KQq - 0 13,d4f2,799
7hDVQ,r4rk1/pp1b2pp/1bp5/3P4/7q/3B1nP1/PP1N2PP/RN1Q1R1K b - - 2 19,h4h2,760
fqlLF,r1b1kb1r/ppqp1ppp/2n1p3/6N1/4P1n1/2PBB3/PP1N1PPP/R2Q1RK1 b kq - 9 9,c7h2,793
AHcPy,r6k/6pp/pBb3n1/2P1Q3/2B3P1/6KP/P3r3/2R2R2 b - - 0 33,e2g2,1411
vXuxt,r5qk/1b3r1p/p4R2/1pp1Q3/3p4/3P4/PPP1B1PP/R5K1 b - - 0 22,g8g2,959
iBwrJ,rnb1k2r/2p2ppp/pq6/3Pp3/PN2P3/2P2N2/4KbPP/R2Q1B1R b kq - 1 13,b6e3,771
xPQAt,1k1N3r/pp2b3/2pq4/5pp1/8/2P5/PP2QPPP/R4RK1 b - - 0 22,d6h2,928
0ytAt,6k1/pq3ppp/1p3b2/5N2/1P3N2/P7/1B1r1PPP/4R1K1 w - - 0 30,e1e8,530
CTdZf,4r2k/3R2pb/p1p1P3/4Q3/6pP/2N5/1P3q2/2K1R3 b - - 8 46,f2c2,1075
9CXu8,1r5r/1N3ppp/4pb2/p2p4/PPk5/2PR4/5PPP/3R2K1 w - - 3 26,b7a5,1685
tXbry,1q3rk1/1b1nrn1p/p3p1pQ/1p1pPpN1/2pP3N/P1P4P/1P3PP1/1BR2RK1 w - - 8 25,h6h7,999
O4LmJ,2N2rk1/1p3p1p/3pp1p1/8/1q2P3/b7/2R2PPP/Q5K1 w - - 2 24,c8e7,910
ZA8hx,r4rk1/p1p1pp1p/1pN3p1/8/5P2/1P4PP/P2q4/Q3nRK1 w - - 0 27,c6e7,1073
qpKUg,r5k1/1b3pp1/1Q6/pp2P2p/5P2/1P2B3/2q3PP/3R1R1K b - - 1 28,c2g2,746
lJUPi,8/6pk/5p1p/2p1r3/2QbPp2/1P1P1P2/4R1PK/8 b - - 0 48,e5h5,612
MRIv1,5k2/8/5K2/4P3/8/7p/1R4p1/7r w - - 0 58,b2b8,1354
